32,82.2383077926,0.998094975014,1.0,0.6
28,227.593167162,0.99854425236,1.0,0.0
31,75.1763233299,0.994204617169,0.9,0.64
30,90.9624625609,0.999421350286,0.857142857143,0.142857142857
32,76.405006383,0.998128731475,0.692307692308,0.0
38,48.9278045995,0.770451332133,0.545454545455,0.0
31,54.9808486075,0.983675950942,0.714285714286,0.0
22,80.0304373671,0.969797234892,1.0,0.125
24,90.9660347002,0.972708723916,0.9375,0.0625
27,94.8953564973,0.992187121731,1.0,0.2
31,62.4232386064,0.993361010793,0.777777777778,0.125
26,89.3943688973,0.99630781021,1.0,0.333333333333
28,444.200716979,0.992794491054,0.875,0.0
25,113.258019041,0.994625394902,0.909090909091,0.375
32,67.2229679821,0.983884991652,1.0,0.3
27,54.5013223423,0.545943663177,0.4,0.0
28,61.274829766,0.995137872377,0.818181818182,0.0
33,56.3506054154,0.989933334924,0.8,0.6
35,76.6381903446,0.998566197588,0.5,0.0
33,69.2286100583,1.0,1.0,0.0
