#Dataset autogenerated by xomo model. Only for demonstration purposes. Not to be considered as real dataset.
?aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,?b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,-effort,-months,-defects,-risks
5.981776829494436,3.0,4.250224578452828,5.024706889432193,2.28813521659511,3.6120487837211903,1.3916630837722102,4.77304858431105,2.604684740718296,2.9062468566232664,2.68580903086395,4.841266056699142,4.087809598273088,1.2812753930660894,2.0,3.84183423039468,3.7370107262461705,3.2755354439046793,4.984141295455203,1.6523584684061687,3.5434341236945546,252.29248807979775,2.308883152003434,4.234764497140826,5.979220066774773,3.9409526432472184,3.06496337330427,1553.2933431245813,33.52480058469687,2939.3023773752334,0.0
1.415012640342356,3.0,4.856022300170918,4.656149689969888,3.436797178203212,3.6233033114469135,3.053892606787352,4.307859242709203,2.14482952274195,4.313760592274594,2.161173782724287,2.2778431339970577,4.526731781039647,2.1915152841399785,2.0,3.702430580226755,3.005201301087454,4.747541371324793,4.412181771179519,3.9491655289950014,3.321656103790014,123.51569036818138,3.8986623772812203,5.158687463467408,2.5978162667775058,4.235110611965976,2.651631410795475,339.7317635959872,20.91189635219927,647.2379449079327,0.0
1.6663553409884044,3.0,4.703426035955947,2.714180172939156,4.7743669357183105,4.384993066476577,2.987689440203329,4.535961549054331,2.7287223048718783,3.094444949767676,2.8593796536564002,3.667628583219484,2.0579179176690396,1.9650351745305277,2.0,3.5977129785059856,3.796723976870761,3.4228139475753885,9.078340430626923,2.518131280473757,3.5691336967071794,16.057443208570582,3.248717173756291,1.5796489202193156,5.144809757733658,2.353304399447156,3.215316389346643,186.74307856055404,17.916879755146915,480.6730042888804,0.0
4.1395749564689055,3.0,4.828280413624615,4.583885836838599,1.4127240736541222,3.6668517447857156,2.3459150217600118,3.5533735250283485,2.443767116478951,1.9746215082928167,2.5991092875874866,1.9603947891700844,2.134911895997378,3.923455929119875,2.0,3.7446979433054697,3.4889613844736433,1.7745050692027178,3.44850895248277,3.511765737937851,4.933496121068122,128.92692902021165,1.7819344641338741,4.530518436620386,4.944932117812959,2.3727884734540887,4.407747557473053,706.5650507600942,28.71291217629036,3791.2157152129303,1.0723860589812333
5.148119491413555,3.0,3.211357149748003,3.6812807110677395,1.9340213090986196,4.613774192280126,3.7711938064072212,4.886560564443506,2.2571109729628414,4.74655081801572,2.3443440452317295,4.256237536539386,4.8655286745256365,1.8364195278241575,2.0,3.381232071623764,3.6480992100043848,1.155025732498772,8.685946470021616,3.392273162675371,4.1721661817800895,195.9734778372761,1.7071537884760062,4.499958195049817,5.84411593668892,1.180458120297942,4.42746132493939,1027.1600483805341,30.38897465816545,1650.5061651561932,0.0
4.2749116695919795,3.0,5.799535832752881,2.6185188802673562,1.261250813751273,3.9532402213831053,1.4955055111349322,3.971720390666905,2.701526227049573,2.874661705429882,2.8924541768774374,1.9076576217120782,2.1276926825986298,2.241266835362301,2.0,3.3143654693791516,3.3533610399695637,1.6024956488647506,3.9817699568415157,3.0059950024323476,4.9307589865901305,409.37219371848204,1.5621600507760498,5.534999829424092,4.426663611642976,2.40138467488592,4.287847991427112,3750.8678206724803,47.671052862933436,17349.56708965741,1.0723860589812333
1.2251507944782272,3.0,3.0862618191573286,2.989148967067875,3.4511078257726724,3.393265417720894,4.653476743489305,3.5837631885493044,2.0665408070509734,2.684725587951341,2.923454971251588,1.7177857757509378,3.4431442217627635,3.4252248354927515,2.0,3.6507143763286636,3.575148464455608,1.7123877774438516,5.7668069968354825,2.3866707201208865,4.571798174575147,91.52392808932682,1.3505108211186703,2.073206595406896,3.629196505784714,3.343582960940271,3.185110061683428,407.74840566244944,22.457734315296253,3364.284339533503,0.5361930294906166
2.7238964040004907,3.0,4.055007754202604,2.8286830433593715,2.189034257150942,3.4942544928836776,3.0053089248861844,4.037365373287532,2.303595318245425,1.5294847714885438,2.658233691130611,4.315122834889684,1.0445986322782308,4.211309418307225,2.0,3.0173590399568333,3.14362117651083,3.328640063506988,3.431148956494138,3.0425486030934437,3.908699041322048,157.14386274320478,2.736250034059392,4.879509388766795,5.7862215792410225,2.4483070558478857,4.975029681475615,877.8893699424798,30.224465773400468,3889.2326333032615,0.0
4.184685051130336,3.0,4.8229910023182905,2.5083481750427157,3.967205823689812,4.450590232496451,5.491469308739925,4.1309090183404855,2.040430818477726,4.20321722662527,2.3691270687797585,3.7768671289764018,4.838026140955673,4.0759748852793924,2.0,3.941284838894371,3.10122090883779,1.349682013728025,3.785836611754233,2.507472143570827,3.2414832072909263,84.17194266102491,2.3603328824180423,4.488750816861478,3.8904926498759913,2.7586091996349196,4.139260718688487,272.7203990494217,19.876065062615123,512.7802564640051,0.0
2.443435370254691,3.0,5.387905623691432,1.2477352046613674,3.068140960729546,4.274195299057451,4.4092334973942595,3.74438233474897,2.8777703056716084,4.857329076144061,2.4620183705904184,4.508058195122517,3.6394805541326503,4.855054561420667,2.0,3.0599435080779176,3.771484195697068,2.840167386891528,9.03767832138479,3.7670494205746015,3.398590641720844,83.77541103322127,3.20638656829001,4.980388935508117,4.080325288397344,1.2625773941611134,2.389362970231078,340.36952735521965,21.57486035771011,504.2515826353702,0.5361930294906166
5.500766346585201,3.0,3.8150480601226686,2.3689591971058985,2.7374727151850697,3.220454771827135,4.105492021594224,3.751992596950096,2.969426289683057,1.5052909761622595,2.8181404933944334,1.3832328648135275,3.732010339423954,4.733062159122714,2.0,3.81698420413871,3.6678253281152307,3.8698655321965747,4.761131638156851,3.7364363839193624,3.7596373560520377,364.28295529151694,1.7679611087106508,2.2064115290291797,2.4542622046928972,3.4044196907856756,2.1952826315869505,1799.0026735817767,36.69335306714577,3884.7489380588418,0.8042895442359249
3.6648526229110434,3.0,3.5951249006386856,5.3786022721125315,3.5114800715083243,3.164965212510777,5.929165516035993,3.655730963978428,2.6432942586646804,1.233825344322899,2.1892005078705563,4.835443273769689,3.8655653779114596,2.33377323351006,2.0,3.9547232600505504,3.9344264301685863,1.4684387391504696,5.215845114802585,2.094776813892858,4.454047839347816,348.13495317996046,2.6351129926561025,5.0225566518248215,3.2477984672296665,4.470178690537939,3.241502432749348,1246.4644555593943,31.809149277866133,2165.9557421141494,0.0
3.4392046271068786,3.0,4.02432476061592,4.668029487658435,4.498040497960268,4.805580623164871,5.058148290218043,4.431776502720628,2.200337010717439,3.421689871429333,2.630367287638606,1.562149681998409,2.119462667139182,1.5273868007941243,2.0,3.981162385931336,3.339373977539129,2.5747237589162624,6.026161785810475,1.1026937731972113,4.644653364460577,410.98570321114386,1.153858551638176,5.933668624386425,5.5897505300104555,3.052783145417458,3.5517330607146715,3253.859254096821,43.08191390436127,3619.484507309833,0.5361930294906166
