$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,-effort,-months,-defects,-risks
3.4909081810110685,1.3147012791418682,1.8049017181567582,3.0533234605185884,2.5755201983765725,2.5033751844574725,5.107501842608134,3.0744292658161263,3.2006217186364827,3.25061218543199,3.571862381660789,3.2580705766423264,2.1818721701898496,3.467374536992345,3.193746028277889,4.356098157193083,4.14093510645744,4.395321928491475,9.193899438410853,2.047441825007091,4.204070536477679,134.71383270484802,1.8996251662969534,3.2292901907773235,5.512567045289817,1.532987676335019,4.0896769451666195,1206.0224740314527,23.073074222078482,4823.386794552583,3.753351206434316
2.4220663279714802,1.8991961515477884,5.122279572129734,5.436576969742055,2.5503294338662683,2.7097297569418,1.3231061121499323,4.66576172477201,2.3594521222240967,1.5708736562170493,2.1588602723400654,3.9594381048968867,4.139448321628709,1.3139741370696902,4.653303750278511,4.90367677668264,4.645416675385508,4.41309781188318,7.06407382563684,2.6071780040109984,4.424967872845975,346.60381636669126,2.052136836903249,4.036873362469272,4.4463956821793245,1.8714526038711043,4.702088194247547,2676.7572455435607,29.997521529049244,18673.620332551076,3.2171581769436997
4.944144294296882,4.939224377195529,4.362518223254121,5.334799183672122,2.344058214638383,2.7469690673597493,5.217538669698523,3.324629848777704,2.6835746663895885,4.60180294503134,1.1987540027737258,1.7435161788621651,2.0208972862798182,4.172262452918629,2.50344074515417,5.138048249041756,4.167719899759752,3.535971305706087,8.531336447954509,1.9669149879565722,3.488416849342734,110.2251494055752,3.448713383765389,1.3575756673943864,3.0352231303002504,3.5968416125693294,4.143897691879403,361.2657608717483,30.447431268794254,2003.989339070118,0.8042895442359249
4.13398691043542,4.397209110396696,4.096495153895381,1.4969085560452395,1.8103473202132165,2.8122857176162253,1.793759143421866,1.3676631310737863,3.8746433499460577,4.280592112310035,1.1053404411102936,3.792470612550258,4.4592952451209085,3.0562819840035176,4.793508086405446,3.4973657632053348,4.073755072548531,3.538545561816434,7.440331252083366,3.3627119836199926,4.0265442292771985,280.08143300426457,3.605249979492988,3.428207920123026,2.062971791124455,1.8973925904235593,4.89884505909626,1015.5689186108433,42.260599737774506,9971.546816815158,3.2171581769436997
1.4037313917808167,1.642431130832017,3.5357427726976534,1.62605286643735,2.0971796033919907,3.7234467344805764,1.8663128138804888,4.528890359142702,2.665512738642669,4.274405480153357,1.843782124952349,2.962111118562418,1.5665779716628263,2.670354777472,4.96964067785735,3.768202605658333,3.675302396967403,3.047670391687957,8.67642919725633,3.6482486627177804,3.831431635394403,244.55588648140738,2.7519233884859076,5.612781114720914,4.210908534007291,3.498902299721341,3.437042275839282,792.157184994828,20.41664213423653,5294.443825854407,3.753351206434316
5.37394521184115,4.5526608263219295,3.213901188783037,4.957146418486031,4.245373209186281,4.426713611181824,3.7464621897517456,4.339337216019027,2.227891051188323,4.468351007121466,3.0454622118187755,4.876019065306027,2.5724939507417752,3.9483096452843878,4.085380228273978,3.751409000389959,3.7842643851613946,2.5661513237870857,7.193047114780848,1.809018383270614,4.83407164865956,298.499628577621,3.5757079476936378,2.0652366432855294,3.4531974885493026,4.490424122909738,4.33601679716122,322.058544592849,28.573994629124403,869.3612894634937,0.0
3.792876019709129,1.3333644286257398,3.044415735994291,1.01621079437498,2.645232117999928,4.749780304973794,5.479024884634129,3.736990129057844,3.582598445459772,4.431354121278278,4.21169110333327,3.676761291341975,2.4988382622889103,4.0261945648875885,2.4205049169775648,4.2006513191923505,3.332399986124499,2.9028964264903183,8.19361178361094,2.873829318554155,4.294837898559045,105.94396864093547,1.6222744723465428,4.611415568208846,4.06037422504043,2.9388515450733017,2.2680194597406205,434.7240379734364,16.37176285366573,963.9319777293315,2.680965147453083
2.6676563113687553,4.7834421926784065,4.967845614155202,1.6408608430299374,1.3715363691480955,2.84164094492582,3.0159474180892505,1.4852963876989516,2.820971639258767,3.3474180088458994,4.229405566241251,3.989738204357898,1.1596226023121639,2.0335904278234267,2.879643081941157,5.318530665033003,3.1768711285873916,4.8396348958858315,8.960046202716406,3.628083597305719,3.632347913446264,317.28092553398,3.162234343035952,3.941224532709424,2.1924690910889573,2.8903063555779505,3.532071702785781,1403.7183197756742,47.76935420785638,8475.718180292688,1.876675603217158
5.300608379281297,4.904207176863181,1.1693831162399078,2.2312913694743823,1.5183326123754566,2.5340135217934616,4.939256407984142,2.661193740672874,3.954698534761313,2.9044966853301055,3.1496204388875024,3.7082906480306823,1.8222755461302476,4.489025324058694,3.672659415741804,4.593409552567138,4.7411386541157565,4.2925364140760545,4.816273026901781,1.8346497833298594,3.2212248714294276,18.45203471578868,2.912133724731989,2.2344528414916285,2.236917357082723,4.78341845326596,4.855968639563767,99.65248539080068,20.62110552163547,192.11444112215827,0.2680965147453083
3.275082808505653,1.3974629058731232,1.6945695140349817,4.309979765330681,1.0852697898057007,3.6552452084746876,4.069894947014325,2.640724763609334,3.3007905413455854,1.4796622707497904,2.143019893096525,1.7185386707521686,4.093828194976265,1.1107148876810635,3.069909481512874,5.986802092647513,3.858396163522219,1.4943021378760424,4.282091663195898,1.1729669835323784,3.248173051008355,157.7443306980165,2.373022438486768,1.6266630661677886,3.735363526139241,2.9392343930653824,4.460487524951231,1353.3542194071415,23.840817888757044,35173.04863674508,5.093833780160858
