$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,-effort,-months,-defects,-risks
5.002749232850984,1.3943301737143874,4.9511747690872525,4.987011469924791,3.2300307894457596,4.397000651500786,1.9361479549862501,4.47430239217873,2.265326412606397,2.7195893900678674,4.100014086903922,4.778251459664826,4.860054329396298,4.743360588207265,2.85159981670111,5.869215235858398,3.3597473330998326,3.7212340019533072,7.476357195814822,3.972955529521364,4.643782601437414,192.98413307349418,1.5538722785315469,3.2756935109268284,4.744946971182458,1.8924903477362554,3.492462516428433,508.4018298634238,17.173486990714284,946.844419758908,2.1447721179624666
4.427276779091521,1.2937799786319846,5.973575761869108,2.6144561917815143,3.69610774089472,2.114919402301824,1.0399288183888469,2.4831446080508472,2.234539100091623,3.3033526070960635,1.7528930014668318,1.227797592693464,1.3791255629385963,1.5671804844090378,4.077658770473698,5.330314979071051,3.3412688170843667,3.770809957923175,7.762751409394621,3.7860402840269582,3.1559579511770584,415.8715894147881,1.369833511960898,4.353213659915594,4.205030130498541,1.3711652570462771,3.0515972094571366,4235.627974206462,33.982847169364746,49727.89359223616,8.579088471849866
2.2524605748188,1.356891839685506,5.417417215293783,5.593232114980714,2.837914685825603,2.6842502645934605,5.372669008768754,1.0476002200953944,3.948833734922455,4.801136796135456,4.961268523101213,1.2281198086841383,3.3663612052316996,2.9562000204137666,2.095892119340791,5.547100032616143,4.516184974462832,3.9943363637982765,7.819168731319614,2.6312133876231507,4.032661155789353,44.36487109955044,2.781078391161878,4.880863053409501,4.537176105146015,3.9639497717174565,3.176239384084064,392.4205946411502,15.090708295077167,901.3731666913723,5.898123324396783
3.384468944081552,3.2626669991323243,3.404194152776366,3.7009169408310427,1.9852593454510474,2.987656872674438,1.4561691219599067,2.0279714856088042,2.8408986334332744,4.709422276287919,3.0991232638177664,1.8012476663319958,3.1198610179425454,3.096912661366868,4.943934145870784,5.4567550703005345,3.843535298170439,2.762073378870827,7.220232752821674,3.5356097158110993,3.406930074805719,252.12911905166806,2.127858562460329,5.54329931360149,4.22114261546019,3.8860938284660063,4.8364791280318125,1033.7142009052898,30.029356499178164,4991.438779014238,0.5361930294906166
5.68087259219536,1.9262932090591076,4.018259635137217,3.5703291094022647,3.9939199417712277,2.0886059411984004,3.380335725836742,2.6012788925839487,2.9345613575178904,1.5704576593028636,2.788164961123003,2.0382682677158064,4.716018556387246,4.652916122476736,4.897521777680737,5.354442242504194,3.2201842551928355,2.990664691424753,6.171947717660958,3.5534890639752086,4.400881567218944,124.52326222631558,4.11555650600511,5.152598258876169,3.9103659712465713,3.334283526499149,2.7870416882594595,251.53802886834106,14.127202974418749,831.5992568725686,3.2171581769436997
2.4207128642280087,1.6247841989205107,2.3354312579157273,1.566634205840106,4.42634396034247,4.867436767306719,1.0586379075073977,4.916255433098477,3.7440938047382293,4.904717319867757,1.2639531589484148,1.8641518059575377,2.8917023477127457,2.3617349709302795,4.003569605460101,5.830026266128174,4.624462546013123,2.9896759166021525,8.534972726849723,3.506953849553641,3.042683764648152,252.5785273669292,1.778943659102826,2.4565227284115205,3.426564462224894,4.090353546670604,3.6434811030152416,1367.9065175739952,22.33175476450056,6680.327237461597,5.093833780160858
5.702765453786226,2.4605459625347903,5.3098568674525835,2.525978537877749,4.771667131945822,2.392274197402106,4.866696429127932,1.8134082920586883,3.4235023215947793,2.4415287595819035,1.370900583573059,3.828738560703362,3.2550334782460677,3.914337749595036,4.341385067656121,5.978381858036487,3.0394314091649317,1.4762911493891124,3.7924542479394376,1.2004752180765252,4.624032573588966,337.0517989582921,1.1843338554274578,4.307464594036072,4.227674776191783,1.5678384369299536,4.4506208792659105,2361.9933405096954,33.55968602635871,10958.57833038368,4.289544235924933
2.746384784651187,3.9048186327433934,5.138079467437245,3.0894619318382524,3.9353029581300514,3.421191496104985,3.4517656859924046,3.861500129461159,3.567366194609197,4.213161785690259,2.4590836032003196,2.1011644433622685,1.4616553972427422,1.9927769411010168,2.21399302618189,4.146300328966352,4.627031629781696,4.879946271305162,6.752047371456833,2.988379583696074,3.958720589125158,312.9143082803887,4.402126218104447,3.23145188550475,3.874736028876238,1.196646731612757,4.224408791167437,2649.250345853813,42.65933030049522,11035.345038697133,0.5361930294906166
5.117625608707575,4.069624087200414,4.402688133281883,3.013494233017545,4.777771153306469,4.547784287834181,4.800710632409396,4.831432002183922,3.24967887017052,1.2376391267411222,4.477100146948281,1.869373983688868,2.374496513996737,1.2005555320161783,2.2460861213298924,4.19342068799244,4.256117512475854,4.0384266677044245,6.934190014980942,3.394425058111942,4.346234855023249,217.92915551293763,1.2096277830017481,2.988527917150327,4.17811547715983,3.1999326339462026,4.137768520663824,2062.642765064165,49.335139528658516,3308.9563424280464,0.0
2.019640224833979,3.003671453465465,4.519633889227576,4.425804569558434,2.2208979474719897,4.31182678570773,2.4873395771538367,4.023504184064395,2.0308522499206587,3.285168289160132,1.985449124870184,3.8281258133504896,4.7285603223353485,3.803547248466354,4.25599296623024,4.82558901887445,3.418423147894539,3.996811168720886,3.310616856738645,1.045083927866186,4.075414510976774,80.2821424320165,4.853091717309143,3.0053229216315547,2.631659384644563,3.0657273595897716,3.837355569856004,162.6167697087034,17.20972954509544,858.3631779173919,0.5361930294906166
2.078336271403197,2.4961905979780976,4.298502483822802,4.880453611217858,2.0775008682681233,3.0421190460863308,3.9412159845168246,2.393520822807601,3.7725382452976035,4.4256619362234,3.9121910299719964,3.925804095415506,3.0869960557256944,3.3182542642383797,2.0914830543812712,4.651965475315432,4.252623753979577,3.033097615460286,7.123360486584379,3.7201690657388675,3.661966938488068,260.38810300881073,2.779419720634338,3.9177347005612866,4.32438937010077,1.2626538532867682,3.379043246892379,1135.4967769910518,26.09684736474385,5707.56100415688,0.2680965147453083
2.655370525220267,3.061338988071922,5.790315157532708,4.076036296737325,3.1554073885325282,4.239525123861935,2.242477441498757,2.296347550620947,2.098119724883426,2.6606025441866343,3.0258208675030684,2.4317804150041864,2.9018910971174177,4.774679992869606,4.883138150733121,4.879686554774299,3.963580453582172,1.7274023849235869,3.696797968921726,2.797896254499685,4.1964418760653555,276.87329606142947,4.809719180630365,3.2526354779697333,3.311486722268802,1.9339599484647363,3.1232390033762685,427.70790064827446,23.64214364181689,4430.867456167396,1.6085790884718498
5.3416365463301005,2.039027398660316,5.677119567576157,3.070068040247157,4.606993697595896,2.9807998914616465,3.6102738232706066,1.0460034222838397,2.2272012188686885,1.876569043211556,2.633448980089761,1.3895888196850525,2.9862928992124256,1.6650986720604326,3.4569469668507873,4.528686431042688,4.236317565097788,2.8720769301443267,3.3264721207608967,2.0370276570361168,4.7514260295843815,265.93595313592755,2.3225658989120275,2.4025434773981837,4.0109683518115595,3.7269614245281,3.9879085236607423,1748.68272197278,29.330226367448724,18616.60986860222,2.680965147453083
1.9273075644789308,3.156266129745859,3.4619462252139046,5.919786582669662,2.975220510644177,2.547594010828051,4.523690872667409,3.4729987679294143,2.2228937009224623,4.130299981149175,1.9943637444959093,1.5817923186320804,3.9289107362106646,1.741646802803014,2.559446366321779,5.015735672925183,4.183627021135082,4.189084416392521,8.368473999017429,1.5138182944270346,3.4467823935820823,300.8512336730434,1.4649855277626576,5.936092362780311,5.957252737643494,2.9904805341693663,3.3752591347686383,1354.1998185695807,32.727693444131035,5410.759537190412,2.1447721179624666
2.95325356062082,3.3402383153323782,2.159901269357817,5.802115880963653,3.957623452789357,3.6959487493331205,1.412330171872961,2.4198205122839194,3.4497141052629248,1.374810160745879,1.5521654710298511,2.9328582760037523,3.9305188029457123,2.1390880668700767,3.180921474824623,4.1784225971329505,3.394519326818682,1.535004937939616,6.464281636161113,3.9279354879398665,3.2615827962250954,217.13644917062726,3.2263655280999375,2.8107468254981103,5.344764144163917,2.458002996961831,3.279411036590581,338.1289115624492,22.508793876549387,3486.166779644267,0.0
