41,71.2871127209,0.992241820819,0.909090909091,0.0909090909091
52,43.6127572161,0.998055897172,1.0,0.0
42,62.8712469763,0.988846915683,0.823529411765,0.0
37,67.3184181407,0.982068682246,1.0,0.416666666667
30,116.289244579,0.998348163526,1.0,0.125
40,63.0286643905,0.976340997071,1.0,0.416666666667
42,75.4011980736,0.99667978212,0.888888888889,0.0
40,80.8430251145,0.989683152101,0.909090909091,0.0
39,62.8818334144,0.875517443258,1.0,0.0
42,68.4046211616,0.994688040796,1.0,0.655172413793
44,44.2070432454,0.98928655767,0.875,0.631578947368
41,59.6140949672,0.98418060267,1.0,0.310344827586
39,28.4472638288,0.456512140191,0.666666666667,0.0
34,82.0746810507,0.98624035099,0.941176470588,0.428571428571
41,92.2284076045,0.993446194044,0.9375,0.25
28,38.744984922,0.99110642579,0.875,0.461538461538
46,71.4724579417,0.992851637437,0.916666666667,0.0833333333333
33,58.2332861193,0.997405970182,1.0,0.5
48,34.4562307072,0.996039384061,0.818181818182,0.357142857143
42,105.281257998,0.998535888284,0.857142857143,0.142857142857
