26,117.510500608,0.992817085013,0.875,0.0
24,66.2608641177,0.923956172013,0.888888888889,0.333333333333
20,100.036305821,0.939912411414,1.0,0.0
30,80.0753254516,0.988221721792,1.0,0.333333333333
17,592.429848046,0.997669061393,0.875,0.363636363636
27,249.135873793,0.992609516129,0.928571428571,0.1875
15,74.955088362,0.991596209636,0.684210526316,0.133333333333
21,54.2091896146,0.91312997795,1.0,0.5
19,107.337703498,0.98325844561,0.875,0.611111111111
16,157.888826924,0.995780741186,0.681818181818,0.0625
29,136.702553843,0.997458057533,0.875,0.125
24,105.217652951,0.894129171737,0.923076923077,0.142857142857
19,85.6013653436,0.897242168142,0.833333333333,0.0
24,224.833241361,0.981873048844,0.956834532374,0.252808988764
29,83.0453613645,0.989066535435,0.904761904762,0.441176470588
19,139.5881432,0.993616433699,0.909090909091,0.0
24,1642.11010136,0.987140004703,0.994661921708,0.254666666667
24,81.6271670467,0.969077263984,0.727272727273,0.0
23,97.2483232451,0.869446006192,0.444444444444,0.0
19,110.612182023,0.992489562506,0.923076923077,0.142857142857
